title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
Apache vs. Nginx: Pros & Cons for WordPress,10 May 2017,Tom Whitbread,https://code.tutsplus.com/tutorials/apache-vs-nginx-pros-cons-for-wordpress--cms-28540,Code,,What's powering your WordPress site is down to your requirements. Get a clearer overview in this guide to the advantages of Apache and Nginx.,
How to Draw a Dolphin Step by Step,10 May 2017,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-draw-a-dolphin-step-by-step--cms-28672,Design & Illustration,,"In this tutorial I will show you how to draw a cute dolphin step by step, from the silhouette and the details of the head to the fins.","921825,2620706,10082061"
"25+ Logo and Branding Mockups ",10 May 2017,Melody Nieves,http://design.tutsplus.com/articles/25-professional-logo-and-branding-mockups--cms-28599,Design & Illustration,,Stand out in any market with professional branding mockups. Check out this collection of professional templates from Envato Market and Envato Elements.,"2582850,3627357,4239103,5130465,6073133,6536196,6682353,6944354,7027959,7029779,7859137,11798239,12506776,12753492,15862387"
How to OCR Documents for Free in Google Drive,9 May 2017,Rebecca Tarnopol,https://business.tutsplus.com/tutorials/how-to-ocr-documents-for-free-in-google-drive--cms-20460,Business,,Google Drive makes it painless to go paperless. Learn how to use Google Drive OCR to curb your paper mess. Turn your scanned images into text quickly.,
50+ Amazing Photo Manipulation Tutorials,10 May 2017,Melody Nieves,https://design.tutsplus.com/articles/50-amazing-photo-manipulation-tutorials--cms-28748,Design & Illustration,,Unleash your creativity with a photo manipulation! Browse an amazing selection of photo manipulation tutorials created by our Photoshop experts!,
"How to Create a Soft, Furry Kitten in Adobe Illustrator",9 May 2017,Sharon Milne,http://design.tutsplus.com/tutorials/how-to-create-a-soft-furry-kitten-in-adobe-illustrator--cms-28484,Design & Illustration,,"It's your resident crazy cat lady / vector fanatic here, with another tutorial which features a feline. This time around, I'm going to show you the...",
What Exactly Is a “Deliverable”?,10 May 2017,Joel,https://webdesign.tutsplus.com/articles/what-exactly-is-a-deliverable--cms-28819,Web Design,,"The “deliverable”. A simple concept to understand, but difficult to explain properly. Let’s have a go.. ",
New Course: Exploring Creative Web Design Patterns,9 May 2017,Andrew Blackman,https://webdesign.tutsplus.com/articles/new-course-exploring-creative-web-design-patterns--cms-28779,Web Design,,"Are you ready to get creative? Then try our new course, Exploring Creative Web Design Patterns. It's a quick, half-hour dive into some of the most creative...",
How to Refine the Sound of Your DIY Video Studio,10 May 2017,Adi Purdila,https://photography.tutsplus.com/tutorials/how-to-add-acoustical-treatment-to-your-diy-video-studio-walls--cms-27351,Photo & Video,,In this tutorial you'll learn how to further soundproof the studio by adding some acoustical foam panels on the studio walls. You'll learn how to arrange...,
Introducing Vue and Weex for Native Mobile Apps,10 May 2017,Lawrence Turton,https://code.tutsplus.com/tutorials/introducing-vue-and-weex-for-native-mobile-apps--cms-28782,Code,,Vue is a popular JavaScript framework for web apps with easy binding between data in memory and the user interface. Now Weex allows us to code native mobile...,
15 Best HTML5 Video Players,9 May 2017,Eric Dye,https://code.tutsplus.com/tutorials/15-best-html5-video-players--cms-28589,Code,,"Whether you're a YouTube creator, aspiring film director, or web developer, these 15 best HTML5 video players will help you build a video-centric website.","490139,1382684,1613464,2918602,3604952,3670384,3894653,4282278,4499517,5054710,7152281,7316469,7490113,7694071,7857215,8062507,8374433,8447546,8489365,8537670,8949390,9323381,9683312,10013114,10496434,19642158"
A Quick Definition of “Usability Testing”,8 May 2017,Joanna Ngai,https://webdesign.tutsplus.com/articles/usability-testing--cms-28644,Web Design,,"Watching and listening to users is incredibly valuable as a part of the design process and for measuring and validating products through various iterations. ",
Learn the Steps for Creating an Android App in Our New Course,8 May 2017,Andrew Blackman,https://code.tutsplus.com/articles/learn-the-steps-to-creating-an-android-app-in-our-new-coffee-break-course--cms-28780,Code,,"In our latest ten-minute Coffee Break Course, Steps to Creating an Android App, Envato Tuts+ instructor Paul Trebilcox-Ruiz will walk you through some of the...",
How to Copy and Paste Slides into PowerPoint in 60 Seconds,8 May 2017,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-copy-and-paste-slides-into-powerpoint--cms-28738,Business,,It's can be helpful to quickly copy and paste PowerPoint slides from one presentation to another. Let's look at how to do that with a few useful options.,"12165048,13231486"
17 Professional Email Tips for Better Results in 2017,9 May 2017,Laura Spencer,https://business.tutsplus.com/articles/professional-email-tips--cms-28651,Business,,"You use email every day, but how much thought do you really give to it? Get better results from your messages with these professional email tips.",9525631
Building Your Startup: Leveraging Crowdfunding,8 May 2017,Jeff Reifman,https://business.tutsplus.com/tutorials/building-your-startup-leveraging-crowdfunding--cms-26723,Business,,Learn how to leverage the Internet to raise money for your own startup with crowdfunded investments from your own customers and engaged online investors.,
"How to Solve Android’s 13 Most Common Error Messages ",9 May 2017,Jessica Thornsby,https://code.tutsplus.com/tutorials/how-to-solve-androids-most-common-error-messages--cms-28706,Code,,"At first glance, Android's error messages may not seem all that helpful, but they actually contain all the information you need to get your project back on...",
100 Best Photoshop Text Effect Tutorials,8 May 2017,Melody Nieves,https://design.tutsplus.com/articles/100-best-text-effect-tutorials--cms-28650,Design & Illustration,,Love text effects? Dive into this massive list of 100 awesome text effect tutorials from Envato Tuts+ to inspire your next project!,
Swift From Scratch: Initialization and Initializer Delegation,8 May 2017,Bart Jacobs,https://code.tutsplus.com/tutorials/swift-from-scratch-initialization-and-initializer-delegation--cms-23538,Code,,"In the previous lessons of Swift From Scratch, we created a functional to-do application. The data model could use some love, though. In this final lesson,...",
How to Create an Adorable Rain Boot With Daisies in Adobe Illustrator,8 May 2017,Nataliya Dolotko,https://design.tutsplus.com/tutorials/how-to-create-an-adorable-rain-boot-with-daisies-in-adobe-illustrator--cms-28626,Design & Illustration,,April showers bring May flowers! Learn how to create a spring scene in Adobe Illustrator with me!,
Building a Weather App With the DarkSky API,9 May 2017,Dennis Gaebel,https://webdesign.tutsplus.com/tutorials/building-a-weather-app-with-the-darksky-api--cms-28678,Web Design,,"Building for the web is just about as much fun as anyone can have, especially when you’re working with an API to dynamically pull in data. Some might call...",
How to Create Animations in AngularJS With ngAnimate,5 May 2017,Monty Shokeen,https://code.tutsplus.com/tutorials/how-to-create-animations-in-angularjs-with-nganimate--cms-28593,Code,,This tutorial will teach you how to add animations to your AngularJS web app using the ngAnimate module. You will also learn how to use it along with the...,
31 Premium iPhone and Smartphone Mockups,4 May 2017,Melody Nieves,https://design.tutsplus.com/articles/25-premium-iphone-and-smartphone-mockups--cms-28588,Design & Illustration,,Explore the full potential of your designs with product mockups. Check out the amazing collection of iPhone and smartphone mockups below.,"234922,2465608,3669187,4360799,4493054,5102406,5399625,6210922,7031416,7181783,8070217,8368904,8947116,9148093,10707915,10826641,14201553,17426694,19187003,19497908"
How to Make Your Resume Stand Out as the Best,4 May 2017,Charley Mendoza,https://business.tutsplus.com/articles/how-to-make-your-resume-stand-out-as-the-best--cms-28751,Business,,"How can you make sure your resume stands out from the 250+ applications a recruiter receives? This article will show you how with tons of top resume tips. ","10618640,13501442"
How to Get Perfect Lighting When Photographing Artwork,4 May 2017,David Bode,https://photography.tutsplus.com/tutorials/how-to-achieve-perfect-lighting-when-photographing-your-artwork--cms-28762,Photo & Video,,"Proper positioning is key to getting even lighting, but how do you know it’s perfectly even? In this short video tutorial from my course Reprography:...",
AngularJS Form Validation With ngMessages,4 May 2017,Monty Shokeen,https://code.tutsplus.com/tutorials/angularjs-form-validation-with-ngmessages--cms-28590,Code,,"In this tutorial, you will learn how to easily validate form input using the ngMessages module. You will also learn about the importance of using the correct...",
How to Create a YouTube Banner in Adobe Photoshop,5 May 2017,Hector Heredia,https://design.tutsplus.com/tutorials/how-to-create-a-youtube-banner-in-adobe-photoshop--cms-28513,Design & Illustration,,Learn to create a simple YouTube Banner using stock images and basic tools in Adobe Photoshop.,
How to Create a Data Model for a REST API With LoopBack,4 May 2017,Jeremy McPeak,https://code.tutsplus.com/tutorials/how-to-create-a-data-model-for-a-rest-api-with-loopback--cms-28743,Code,,LoopBack takes the pain out of creating an API and can dramatically reduce your development time. In this short video tutorial from my course Generate REST...,
Top Tips and Plugins for Educators Using WordPress,4 May 2017,Eric Karkovack,https://webdesign.tutsplus.com/articles/a-guide-to-using-wordpress-for-educators--cms-28753,Web Design,,A collection of tips and useful plugins to help educators make the most out of their WordPress website.,"11470032,11604783,14561310,15485895,15934372,19519521"
International Artist Feature: Romania,5 May 2017,Melody Nieves,https://design.tutsplus.com/articles/international-artist-feature-romania--cms-28523,Design & Illustration,,"For this article in the international artist series, we turn to Romania, featuring six artists who create fantastic work, from beautiful illustrations to...",
Understanding Particles and Dynamics in Maya—Part 7,5 May 2017,Uriel Deveaud,https://cgi.tutsplus.com/tutorials/understanding-particles-and-dynamics-in-maya-part-7--cms-28580,3D & Motion Graphics,,"In this part of the series, I'll show you how to shatter basic objects using nCloth in Maya.",
How to Create a Star Wars Themed Icon Pack in Adobe Illustrator,4 May 2017,Andrei Stefan,https://design.tutsplus.com/tutorials/how-to-create-a-star-wars-themed-icon-pack--cms-28696,Design & Illustration,,"Today’s tutorial is a special one, at least for me, since we’re going to get the chance to create some of the most iconic spaceships from the Star Wars...",
